Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Length,Width,Depth,Price,Data Url
1755748,OVAL,0.4,5,10,5,4,4,1,6.18,4.15,2.47,764.56,https://capitalwholesalediamonds.com/product/0-4-ct-oval-95/
1652951,OVAL,0.5,6,9,5,3,3,1,6.58,4.44,2.67,765.12,https://capitalwholesalediamonds.com/product/0-5-ct-oval-425/
1625323,OVAL,0.5,3,9,5,5,4,2,6.69,4.35,2.69,765.12,https://capitalwholesalediamonds.com/product/0-5-ct-oval-434/
1789186,OVAL,0.4,5,10,4,4,3,0,6.31,4.04,2.36,766.58,https://capitalwholesalediamonds.com/product/0-4-ct-oval-97/
1664660,OVAL,0.5,6,8,4,5,3,3,6.56,4.44,2.64,770.27,https://capitalwholesalediamonds.com/product/0-5-ct-oval-436/
1775464,OVAL,0.4,7,9,5,5,4,0,5.97,4.05,2.51,772.67,https://capitalwholesalediamonds.com/product/0-4-ct-oval-98/
1626474,OVAL,0.5,5,8,5,5,4,0,6.11,4.47,2.81,776.32,https://capitalwholesalediamonds.com/product/0-5-ct-oval-438/
1589667,OVAL,0.5,4,9,4,5,4,0,6.29,4.31,2.74,778.97,https://capitalwholesalediamonds.com/product/0-5-ct-oval-430/
1789987,OVAL,0.3,7,12,4,3,3,0,5.58,3.65,2.15,788.23,https://capitalwholesalediamonds.com/product/0-3-ct-oval-90/
1796043,OVAL,0.4,5,10,5,4,3,0,6.47,4.13,2.39,788.89,https://capitalwholesalediamonds.com/product/0-4-ct-oval-96/
1790103,OVAL,0.35,7,18,3,4,3,2,5.19,3.94,2.28,792.86,https://capitalwholesalediamonds.com/product/0-35-ct-oval/
1765124,OVAL,0.31,4,15,5,3,2,0,5.77,3.75,2.23,796.43,https://capitalwholesalediamonds.com/product/0-31-ct-oval-21/
1791207,OVAL,0.43,7,9,5,3,3,0,6.11,4.35,2.57,798.73,https://capitalwholesalediamonds.com/product/0-43-ct-oval-7/
1783969,OVAL,0.3,4,17,4,5,3,2,5.12,3.85,2.42,798.86,https://capitalwholesalediamonds.com/product/0-3-ct-oval-138/
1778709,OVAL,0.4,6,10,5,5,4,1,5.69,4.24,2.62,803.8,https://capitalwholesalediamonds.com/product/0-4-ct-oval-94/
1643687,OVAL,0.5,5,8,5,5,4,3,6.36,4.47,2.79,804.85,https://capitalwholesalediamonds.com/product/0-5-ct-oval-437/
1791855,OVAL,0.3,4,17,5,3,2,0,5.63,3.59,2.23,806.01,https://capitalwholesalediamonds.com/product/0-3-ct-oval-139/
1783012,OVAL,0.3,8,12,5,5,3,1,5.12,3.82,2.38,818.67,https://capitalwholesalediamonds.com/product/0-3-ct-oval-88/
1768050,OVAL,0.4,4,12,4,5,4,1,5.61,4.16,2.65,822.69,https://capitalwholesalediamonds.com/product/0-4-ct-oval-89/
1800875,OVAL,0.3,5,15,4,5,3,1,5.31,3.69,2.35,822.74,https://capitalwholesalediamonds.com/product/0-3-ct-oval-65/
1756607,OVAL,0.3,7,12,5,5,4,0,5.29,3.78,2.32,828.83,https://capitalwholesalediamonds.com/product/0-3-ct-oval-91/
1791221,OVAL,0.31,5,15,5,4,4,0,5.45,4,2.3,828.93,https://capitalwholesalediamonds.com/product/0-31-ct-oval-20/
1779956,OVAL,0.35,6,13,4,4,3,3,5.5,4.06,2.39,831.31,https://capitalwholesalediamonds.com/product/0-35-ct-oval-17/
1696972,OVAL,0.53,3,11,5,4,3,0,6.27,4.66,2.81,832.51,https://capitalwholesalediamonds.com/product/0-53-ct-oval-61/
1767050,OVAL,0.41,6,10,5,5,4,0,6.38,4.06,2.46,834.18,https://capitalwholesalediamonds.com/product/0-41-ct-oval-26/
1773569,OVAL,0.35,6,12,5,5,4,0,6.05,3.84,2.39,835.5,https://capitalwholesalediamonds.com/product/0-35-ct-oval-21/
1618154,OVAL,0.52,7,3,5,5,4,0,6.4,4.55,2.69,835.8,https://capitalwholesalediamonds.com/product/0-52-ct-oval-4/
1798769,OVAL,0.3,7,12,5,4,3,0,5.76,3.74,2.19,835.89,https://capitalwholesalediamonds.com/product/0-3-ct-oval-89/
1730792,OVAL,0.46,6,10,4,5,3,1,5.92,4.31,2.71,840.22,https://capitalwholesalediamonds.com/product/0-46-ct-oval-14/
1769792,OVAL,0.3,7,12,5,5,4,0,5.23,3.85,2.37,842.01,https://capitalwholesalediamonds.com/product/0-3-ct-oval-92/
Eco Diamond 445027349,OVAL,0.58,4,16,5,5,5,0,6.89,4.86,2.82,842.4,https://capitalwholesalediamonds.com/product/0-58-ct-oval-3/
1761841,OVAL,0.36,6,12,5,5,4,0,6.26,3.99,2.35,842.99,https://capitalwholesalediamonds.com/product/0-36-ct-oval-7/
1656645,OVAL,0.5,4,8,5,5,4,0,6.38,4.39,2.7,843.75,https://capitalwholesalediamonds.com/product/0-5-ct-oval-439/
1789185,OVAL,0.4,5,11,5,5,4,0,6.32,4.02,2.46,845,https://capitalwholesalediamonds.com/product/0-4-ct-oval-93/
1785473,OVAL,0.3,4,15,5,4,4,0,5.93,3.78,2.21,845.05,https://capitalwholesalediamonds.com/product/0-3-ct-oval-66/
1785469,OVAL,0.31,5,14,5,5,4,0,5.84,3.79,2.27,845.69,https://capitalwholesalediamonds.com/product/0-31-ct-oval-28/
1630005,OVAL,0.5,7,9,5,5,4,0,6.43,4.36,2.74,846.36,https://capitalwholesalediamonds.com/product/0-5-ct-oval-422/
1750432,OVAL,0.3,5,17,5,5,4,0,5.78,3.63,2.22,849.63,https://capitalwholesalediamonds.com/product/0-3-ct-oval-136/
1585760,OVAL,0.65,4,7,5,4,4,2,7.31,4.68,2.9,851.53,https://capitalwholesalediamonds.com/product/0-65-ct-oval-35/
1789198,OVAL,0.33,4,17,5,4,4,0,5.3,3.9,2.43,852.81,https://capitalwholesalediamonds.com/product/0-33-ct-oval-24/
1768049,OVAL,0.4,5,12,4,5,3,0,6.05,4.04,2.49,853.79,https://capitalwholesalediamonds.com/product/0-4-ct-oval-87/
1778720,OVAL,0.3,4,16,5,5,4,0,5.47,3.73,2.34,854.16,https://capitalwholesalediamonds.com/product/0-3-ct-oval-47/
1775500,OVAL,0.31,4,16,5,5,4,0,5.15,3.82,2.39,855.09,https://capitalwholesalediamonds.com/product/0-31-ct-oval-15/
1796028,OVAL,0.5,5,9,4,5,4,0,6.83,4.46,2.58,855.14,https://capitalwholesalediamonds.com/product/0-5-ct-oval-1085/
1748052,OVAL,0.3,7,15,5,3,3,0,5.24,3.78,2.35,856.73,https://capitalwholesalediamonds.com/product/0-3-ct-oval-57/
1800877,OVAL,0.35,4,16,5,3,3,0,5.76,3.84,2.39,857.96,https://capitalwholesalediamonds.com/product/0-35-ct-oval-7/
1765122,OVAL,0.32,4,16,5,4,4,1,5.99,3.78,2.24,858.82,https://capitalwholesalediamonds.com/product/0-32-ct-oval-13/
1621268,OVAL,0.52,7,8,5,4,4,1,6.68,4.53,2.76,861.96,https://capitalwholesalediamonds.com/product/0-52-ct-oval-31/
1765116,OVAL,0.3,8,13,5,5,3,0,5.68,3.74,2.25,862.29,https://capitalwholesalediamonds.com/product/0-3-ct-oval-78/
1610081,OVAL,0.5,5,11,4,5,3,1,5.97,4.42,2.81,863.67,https://capitalwholesalediamonds.com/product/0-5-ct-oval-386/
1667387,OVAL,0.5,4,8,5,4,4,0,6.39,4.48,2.72,864.53,https://capitalwholesalediamonds.com/product/0-5-ct-oval-441/
1652979,OVAL,0.52,5,8,5,5,4,0,6.63,4.48,2.76,864.57,https://capitalwholesalediamonds.com/product/0-52-ct-oval-32/
1793300,OVAL,0.31,4,17,4,4,4,0,5.59,3.57,2.3,867.19,https://capitalwholesalediamonds.com/product/0-31-ct-oval-53/
1783967,OVAL,0.3,5,16,5,5,3,0,5.25,3.85,2.3,868.36,https://capitalwholesalediamonds.com/product/0-3-ct-oval-41/
1759395,OVAL,0.4,7,11,4,5,3,0,5.57,4.11,2.61,870.05,https://capitalwholesalediamonds.com/product/0-4-ct-oval-90/
1660414,OVAL,0.5,8,9,5,4,4,3,6.14,4.39,2.75,870.64,https://capitalwholesalediamonds.com/product/0-5-ct-oval-421/
1788094,OVAL,0.41,5,10,5,4,4,0,6.39,4.02,2.47,870.84,https://capitalwholesalediamonds.com/product/0-41-ct-oval-27/
1772655,OVAL,0.3,6,13,4,5,4,0,5.8,3.75,2.18,872.94,https://capitalwholesalediamonds.com/product/0-3-ct-oval-84/
1771560,OVAL,0.3,6,13,5,4,4,1,5.67,3.73,2.24,872.94,https://capitalwholesalediamonds.com/product/0-3-ct-oval-86/
1796062,OVAL,0.3,4,17,4,5,4,0,5.06,3.71,2.33,874.91,https://capitalwholesalediamonds.com/product/0-3-ct-oval-141/
1785463,OVAL,0.3,7,13,5,5,4,0,5.14,3.81,2.4,875.99,https://capitalwholesalediamonds.com/product/0-3-ct-oval-80/
1757279,OVAL,0.31,5,17,5,5,3,0,5.33,4.01,2.29,877.63,https://capitalwholesalediamonds.com/product/0-31-ct-oval-50/
1791854,OVAL,0.33,5,14,5,5,4,2,5.61,3.84,2.37,878.46,https://capitalwholesalediamonds.com/product/0-33-ct-oval-9/
1785472,OVAL,0.32,4,15,5,4,4,0,5.94,3.77,2.23,878.85,https://capitalwholesalediamonds.com/product/0-32-ct-oval-16/
1786656,OVAL,0.32,5,13,5,4,4,0,5.2,3.87,2.42,878.85,https://capitalwholesalediamonds.com/product/0-32-ct-oval-25/
1758297,OVAL,0.3,5,17,5,3,3,0,5.31,3.82,2.3,882.55,https://capitalwholesalediamonds.com/product/0-3-ct-oval-133/
1583106,OVAL,0.5,5,10,5,5,3,2,6.75,4.32,2.61,884.47,https://capitalwholesalediamonds.com/product/0-5-ct-oval-412/
1800181,OVAL,0.4,5,12,5,4,4,0,5.95,4.02,2.52,885.59,https://capitalwholesalediamonds.com/product/0-4-ct-oval-88/
1742036,OVAL,0.6,5,9,5,5,4,0,7.21,4.53,2.75,886.66,https://capitalwholesalediamonds.com/product/0-6-ct-oval-28/
1669706,OVAL,0.5,4,9,5,5,3,1,6.84,4.4,2.69,886.99,https://capitalwholesalediamonds.com/product/0-5-ct-oval-431/
1591422,OVAL,0.5,7,11,4,5,3,0,6.07,4.49,2.83,887.01,https://capitalwholesalediamonds.com/product/0-5-ct-oval-362/
1764021,OVAL,0.5,6,9,4,4,3,0,7,4.39,2.5,887.28,https://capitalwholesalediamonds.com/product/0-5-ct-oval-1083/
1628526,OVAL,0.51,5,10,5,3,3,1,6.68,4.38,2.68,887.32,https://capitalwholesalediamonds.com/product/0-51-ct-oval-69/
1547208,OVAL,0.65,7,7,5,5,4,0,7.2,4.89,2.83,887.51,https://capitalwholesalediamonds.com/product/0-65-ct-oval-33/
1773570,OVAL,0.3,5,16,5,5,3,0,5.2,3.76,2.4,887.59,https://capitalwholesalediamonds.com/product/0-3-ct-oval-38/
1796046,OVAL,0.3,8,13,4,5,3,0,5.09,3.82,2.39,887.64,https://capitalwholesalediamonds.com/product/0-3-ct-oval-79/
1776513,OVAL,0.3,9,13,5,4,3,0,5.98,3.76,2.18,889.67,https://capitalwholesalediamonds.com/product/0-3-ct-oval-77/
1793301,OVAL,0.3,4,16,5,5,4,0,5.44,3.78,2.29,890.65,https://capitalwholesalediamonds.com/product/0-3-ct-oval-45/
1763031,OVAL,0.3,4,17,5,5,4,0,5.19,3.87,2.36,891.64,https://capitalwholesalediamonds.com/product/0-3-ct-oval-140/
1785468,OVAL,0.3,5,17,4,5,4,2,5.35,3.94,2.22,893.23,https://capitalwholesalediamonds.com/product/0-3-ct-oval-132/
1642507,OVAL,0.5,4,9,5,5,4,1,6.64,4.32,2.69,895.64,https://capitalwholesalediamonds.com/product/0-5-ct-oval-432/
1651521,OVAL,0.5,5,9,5,5,4,2,6.14,4.52,2.83,898.22,https://capitalwholesalediamonds.com/product/0-5-ct-oval-428/
1768056,OVAL,0.33,4,17,5,4,3,0,6.26,3.75,2.16,898.49,https://capitalwholesalediamonds.com/product/0-33-ct-oval-25/
1610082,OVAL,0.51,5,10,5,5,4,3,6.73,4.37,2.66,898.79,https://capitalwholesalediamonds.com/product/0-51-ct-oval-67/
1798768,OVAL,0.31,8,12,5,5,4,0,5.85,3.69,2.22,899.1,https://capitalwholesalediamonds.com/product/0-31-ct-oval-34/
1663402,OVAL,0.5,5,9,4,4,3,0,6.12,4.55,2.8,899.98,https://capitalwholesalediamonds.com/product/0-5-ct-oval-427/
1788111,OVAL,0.3,6,13,5,5,4,0,5.8,3.66,2.2,900.77,https://capitalwholesalediamonds.com/product/0-3-ct-oval-85/
1740339,OVAL,0.32,5,17,5,5,3,0,5.29,3.92,2.43,901.02,https://capitalwholesalediamonds.com/product/0-32-ct-oval-34/
1793298,OVAL,0.33,5,17,5,4,3,2,5.79,3.73,2.33,902.97,https://capitalwholesalediamonds.com/product/0-33-ct-oval-23/
1666044,OVAL,0.53,8,7,5,5,4,0,7.03,4.42,2.73,903.02,https://capitalwholesalediamonds.com/product/0-53-ct-oval-26/
1800876,OVAL,0.32,4,17,5,5,3,0,5.92,3.85,2.32,903.17,https://capitalwholesalediamonds.com/product/0-32-ct-oval-35/
1778718,OVAL,0.3,5,17,5,3,3,0,5.66,3.72,2.26,904.35,https://capitalwholesalediamonds.com/product/0-3-ct-oval-137/
1734836,OVAL,0.72,3,8,5,4,4,1,7.41,4.98,3.01,905.05,https://capitalwholesalediamonds.com/product/0-72-ct-oval-140/
1790106,OVAL,0.35,5,18,5,4,4,1,5.1,3.78,2.38,906.43,https://capitalwholesalediamonds.com/product/0-35-ct-oval-2/
1748058,OVAL,0.31,5,16,5,5,4,0,5.82,3.79,2.21,906.5,https://capitalwholesalediamonds.com/product/0-31-ct-oval-14/
1789993,OVAL,0.3,5,16,5,5,3,0,5.51,3.66,2.25,906.89,https://capitalwholesalediamonds.com/product/0-3-ct-oval-43/
1786654,OVAL,0.33,6,13,5,5,5,1,5.89,3.84,2.23,909.12,https://capitalwholesalediamonds.com/product/0-33-ct-oval-14/
1744154,OVAL,0.4,5,17,3,4,4,2,5.72,4.16,2.64,909.22,https://capitalwholesalediamonds.com/product/0-4-ct-oval-135/
1775463,OVAL,0.4,7,11,5,5,4,2,6.24,4.09,2.41,909.9,https://capitalwholesalediamonds.com/product/0-4-ct-oval-91/
1663401,OVAL,0.5,5,9,5,4,4,1,6.52,4.38,2.71,910.35,https://capitalwholesalediamonds.com/product/0-5-ct-oval-426/
1755751,OVAL,0.4,4,16,4,4,4,1,5.74,4.06,2.55,912.01,https://capitalwholesalediamonds.com/product/0-4-ct-oval-26/
1652921,OVAL,0.5,8,8,5,5,4,1,6.17,4.55,2.79,914.66,https://capitalwholesalediamonds.com/product/0-5-ct-oval-435/
1788112,OVAL,0.3,5,16,5,5,4,0,5.19,3.78,2.36,915,https://capitalwholesalediamonds.com/product/0-3-ct-oval-40/
1800187,OVAL,0.32,8,13,5,5,3,1,5.89,3.76,2.36,915.08,https://capitalwholesalediamonds.com/product/0-32-ct-oval-23/
1733889,OVAL,0.3,8,16,4,4,3,0,5.08,3.81,2.37,915.98,https://capitalwholesalediamonds.com/product/0-3-ct-oval-12/
1748049,OVAL,0.3,9,15,5,4,3,0,5.77,3.76,2.22,915.98,https://capitalwholesalediamonds.com/product/0-3-ct-oval-48/
1800874,OVAL,0.3,5,16,5,5,4,0,5.88,3.69,2.16,919.06,https://capitalwholesalediamonds.com/product/0-3-ct-oval-39/
1791846,OVAL,0.31,8,13,5,5,3,0,5.23,3.82,2.4,920.12,https://capitalwholesalediamonds.com/product/0-31-ct-oval-31/
1796060,OVAL,0.31,5,16,5,5,4,1,5.4,3.76,2.34,921.66,https://capitalwholesalediamonds.com/product/0-31-ct-oval-12/
1755761,OVAL,0.3,6,14,5,5,4,0,5.07,3.77,2.35,922.64,https://capitalwholesalediamonds.com/product/0-3-ct-oval-72/
1790108,OVAL,0.36,2,18,5,4,2,1,5.04,3.77,2.59,922.67,https://capitalwholesalediamonds.com/product/0-36-ct-oval/
1790102,OVAL,0.3,8,18,5,4,2,1,5.34,3.76,2.1,923.08,https://capitalwholesalediamonds.com/product/0-3-ct-oval/
1791220,OVAL,0.3,5,16,5,5,4,0,5.21,3.87,2.35,923.11,https://capitalwholesalediamonds.com/product/0-3-ct-oval-44/
1796054,OVAL,0.3,6,17,3,4,3,1,5.87,3.72,2.12,923.59,https://capitalwholesalediamonds.com/product/0-3-ct-oval-118/
1672943,OVAL,0.5,4,9,5,4,4,0,6.2,4.53,2.78,924.17,https://capitalwholesalediamonds.com/product/0-5-ct-oval-433/
1643654,OVAL,0.7,4,8,5,4,3,0,7.39,4.73,2.97,924.43,https://capitalwholesalediamonds.com/product/0-7-ct-oval-190/
1657907,OVAL,0.5,6,9,4,4,4,1,6.53,4.29,2.64,925.91,https://capitalwholesalediamonds.com/product/0-5-ct-oval-424/
1788109,OVAL,0.31,6,14,5,4,3,0,5.2,3.83,2.37,926.36,https://capitalwholesalediamonds.com/product/0-31-ct-oval-26/
1797428,OVAL,0.3,6,16,4,4,2,0,5.44,3.47,2.35,928.72,https://capitalwholesalediamonds.com/product/0-3-ct-oval-32/
1565159,OVAL,0.29,6,15,5,4,4,1,5.79,3.65,2.2,929.06,https://capitalwholesalediamonds.com/product/0-29-ct-oval/
1781512,OVAL,0.53,8,3,5,3,4,3,6.63,4.49,2.77,929.16,https://capitalwholesalediamonds.com/product/0-53-ct-oval-30/
1639839,OVAL,0.5,4,11,4,4,4,1,6.1,4.47,2.78,929.34,https://capitalwholesalediamonds.com/product/0-5-ct-oval-394/
1783962,OVAL,0.35,7,12,5,5,5,1,5.62,4.07,2.38,929.55,https://capitalwholesalediamonds.com/product/0-35-ct-oval-19/
1796059,OVAL,0.3,5,17,4,4,3,0,5.1,3.79,2.4,929.7,https://capitalwholesalediamonds.com/product/0-3-ct-oval-135/
1771557,OVAL,0.3,6,17,5,5,4,2,5.85,3.76,2.15,930.24,https://capitalwholesalediamonds.com/product/0-3-ct-oval-115/
1652908,OVAL,0.7,5,8,4,5,3,2,6.75,5.05,3.22,930.48,https://capitalwholesalediamonds.com/product/0-7-ct-oval-187/
1791853,OVAL,0.3,5,16,5,5,4,0,5.11,3.75,2.35,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-oval-42/
1786652,OVAL,0.3,7,13,5,5,4,0,5.4,3.83,2.39,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-oval-81/
1788103,OVAL,0.3,7,13,4,5,3,0,5.89,3.76,2.16,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-oval-82/
1555454,OVAL,0.5,4,11,5,4,4,0,6.38,4.52,2.7,932.85,https://capitalwholesalediamonds.com/product/0-5-ct-oval-396/
1744163,OVAL,0.3,7,15,5,5,4,0,5.25,3.73,2.37,934.76,https://capitalwholesalediamonds.com/product/0-3-ct-oval-56/
1703960,OVAL,0.63,5,18,5,5,3,2,6.5,4.71,2.9,936.36,https://capitalwholesalediamonds.com/product/0-63-ct-oval-3/
1755765,OVAL,0.37,4,16,5,5,5,0,5.75,4.17,2.42,936.43,https://capitalwholesalediamonds.com/product/0-37-ct-oval/
1785461,OVAL,0.31,7,14,4,4,4,1,5.44,3.72,2.33,937.39,https://capitalwholesalediamonds.com/product/0-31-ct-oval-24/
1557650,OVAL,0.5,4,11,4,5,3,0,6.63,4.21,2.66,938.03,https://capitalwholesalediamonds.com/product/0-5-ct-oval-398/
1788102,OVAL,0.33,7,13,5,4,5,2,5.38,4.01,2.4,938.71,https://capitalwholesalediamonds.com/product/0-33-ct-oval-13/
1791219,OVAL,0.3,6,14,5,4,4,0,5.37,3.78,2.29,938.86,https://capitalwholesalediamonds.com/product/0-3-ct-oval-73/
1771559,OVAL,0.32,6,13,5,5,4,0,5.95,3.75,2.24,938.86,https://capitalwholesalediamonds.com/product/0-32-ct-oval-24/
1751978,OVAL,0.32,5,16,5,5,4,0,5.7,3.76,2.28,939.98,https://capitalwholesalediamonds.com/product/0-32-ct-oval-12/
1734288,OVAL,0.35,8,14,4,5,3,0,6.06,3.86,2.36,940.84,https://capitalwholesalediamonds.com/product/0-35-ct-oval-11/
1666088,OVAL,0.5,5,10,5,5,4,2,6.31,4.43,2.78,941.44,https://capitalwholesalediamonds.com/product/0-5-ct-oval-416/
1781609,OVAL,0.31,7,13,5,4,4,0,5.57,3.78,2.32,942.61,https://capitalwholesalediamonds.com/product/0-31-ct-oval-32/
